x1,x2,x3,x4,total_number_trips
74.90802376947249,19.681776013872103,56.04612277000477,49.96702437290534,104.9200080375361
190.14286128198324,23.67178296875107,49.93681443471049,74.67467725125942,7.295229080386628
146.398788362281,42.72736966010902,26.423086875429007,56.266678065633315,-19.80840167478248
119.73169683940732,17.00021930299461,91.0900005152232,8.330258311179639,52.479707770664994
31.203728088487303,43.482484240608564,71.49362407629434,18.55802367835554,-26.61403063674385
31.19890406724053,4.406721548834574,129.85514884860055,21.932818403091915,-19.198046878869732
11.616722433639893,38.83992186043154,4.816437072308738,25.78642536448449,4.058002987026229
173.23522915498702,42.377381652736815,96.58018913326895,56.54033919505043,55.8619426574762
120.22300234864176,9.090882641866937,114.44233177673416,50.39657798253935,57.8551194446419
141.6145155592091,21.51732661861002,113.92298537824605,20.316003836420894,-60.27804683979524
4.116898859160489,8.27498873318278,132.91109506432878,6.755484345568707,-49.66890774998132
193.98197043239887,35.330206449710886,109.35506142442411,17.14322044747181,32.358220328611424
166.48852816008434,26.767388403082837,139.17150924715443,98.43813126186033,-10.879962454838768
42.46782213565523,31.76616733541605,49.89848997313372,46.854694979147226,78.4065766517502
36.364993441420125,9.824348347810558,75.48141251273147,86.73455047021125,-94.19155044565485
36.68090197068676,10.587293102620976,2.1119494924336015,84.87524666688432,-109.06984321838438
60.84844859190754,2.074866275495318,1.043638095493682,51.15195574628737,-125.18982367989953
104.95128632644757,16.103376759786485,36.01899306772798,70.66877084605436,23.221779499752945
86.38900372842315,27.987233066683746,15.121079570862788,19.275201041271227,18.017501582753148
58.245828039608384,42.89674569986644,39.03170519036304,68.83967049269083,-64.08757654584602
122.3705789444759,33.346372372934034,26.55649417925961,27.23845792632895,121.07477684069917
27.898772130408368,21.76981616998757,4.278003725797236,83.20620967541508,-43.300493469112595
58.42892970704363,47.65600571970689,136.39562196090742,8.372413310890991,76.55240115087172
73.27236865873834,35.96226002879159,1.2334697083337287,77.31386728852775,-15.615347032686294
91.21399684340719,46.5082601431275,110.41232165056282,9.993690656861954,-31.15334644104844
157.03519227860272,26.379398663608285,22.82218303792748,88.1189236894309,100.57115472700335
39.93475643167195,12.94521373965698,136.83444329994,30.42045181350037,-26.186906381950102
102.84688768272233,2.6413343182360993,133.91939093848288,65.43933648305747,3.0737753337131277
118.4829137724085,36.30424257419252,98.0851719553886,48.750227862027984,-45.521107664951856
9.290082543999546,6.065149900276706,100.83512247009077,36.630314526233896,-78.05715790467707
121.50897038028768,15.138756413598358,0.8008712954532815,64.54418331834965,13.475699916029148
34.10482473745831,26.62354539419487,147.7307349170403,94.7522980551238,-76.08612500250874
13.010318597055903,28.220829388987383,131.67489053637215,4.126974737462186,17.519395763975336
189.77710745066665,30.0291598493568,134.2659338595138,91.88528558831042,54.077597897462816
193.12640661491187,8.312766517485032,98.8866805576308,60.908165502101355,-34.95226956020644
161.67946962329222,18.98687024108244,51.71803929818048,80.73143007690523,30.829032996415428
60.92275383467414,30.859711355848336,134.0472973635721,38.38749534342776,-68.76924569074083
19.534422801276776,48.490943231689236,43.72753922267885,47.18429748376137,41.724052072861134
136.84660530243139,36.381556884984434,84.40673150133043,86.8850751801164,-68.75722046728698
88.03049874792026,46.130187854697894,14.959645851582358,41.48479698098231,-55.660733437226384
24.407646968955767,38.11060291570885,138.29334451991252,53.4659566749085,28.79154285934508
99.03538202225404,29.585848444620023,21.115568665681998,2.0194923084332905,40.86092622604618
6.877704223043679,9.601168456817227,33.73452085956109,15.85980058380423,3.641141619558688
181.8640804157564,33.334282594625655,83.72012371923225,64.16865079747997,105.66641101486073
51.75599632000338,31.168978297995352,114.61395003194723,71.69769010638771,-60.468413626970296
132.5044568707964,30.123458522863324,92.90269589044485,58.26009367844994,24.097736967194514
62.34221521788219,24.489293399412038,34.82008692002342,14.331003627561067,31.476295700985176
104.01360423556216,26.43283019946378,0.14145637912355014,44.540542857783485,20.256319656165005
109.34205586865593,16.722126355905203,113.57258704611588,35.50947663631898,-14.58213917009537
36.97089110510541,25.965634632115158,147.78109888666407,49.56613440350883,-24.042317086268817
193.91692555291172,9.877795283923913,121.48696804591356,87.03290345540942,5.772594837014762
